@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute arr-1 numeric
@attribute arr-2 numeric
@attribute arr-3 numeric
@attribute arr-4 numeric
@attribute arr-5 numeric
@attribute arr-6 numeric
@attribute arr-7 numeric
@attribute arr-8 numeric
@attribute arr-9 numeric
@attribute arr-10 numeric
@attribute arr-11 numeric
@attribute arr-12 numeric
@attribute arr-13 numeric
@attribute arr-14 numeric
@attribute arr-15 numeric
@attribute arr-16 numeric
@attribute arr-17 numeric
@attribute arr-18 numeric
@attribute arr-19 numeric
@attribute arr-20 numeric
@attribute arr-21 numeric
@attribute arr-22 numeric
@attribute arr-23 numeric
@attribute arr-24 numeric
@attribute arr-25 numeric
@attribute arr-26 numeric
@attribute arr-27 numeric
@attribute arr-28 numeric
@attribute arr-29 numeric
@attribute arr-30 numeric
@attribute arr-31 numeric
@attribute arr-32 numeric
@attribute arr-33 numeric
@attribute arr-34 numeric
@attribute arr-35 numeric
@attribute arr-36 numeric
@attribute arr-37 numeric
@attribute arr-38 numeric
@attribute arr-39 numeric
@attribute arr-40 numeric
@attribute arr-41 numeric
@attribute arr-42 numeric
@attribute arr-43 numeric
@attribute arr-44 numeric
@attribute arr-45 numeric
@attribute arr-46 numeric
@attribute arr-47 numeric
@attribute arr-48 numeric
@attribute arr-49 numeric
@attribute arr-50 numeric
@attribute arr-51 numeric
@attribute arr-52 numeric
@attribute arr-53 numeric
@attribute arr-54 numeric
@attribute arr-55 numeric
@attribute arr-56 numeric
@attribute arr-57 numeric
@attribute arr-58 numeric
@attribute arr-59 numeric
@attribute arr-60 numeric
@attribute arr-61 numeric
@attribute arr-62 numeric
@attribute arr-63 numeric
@attribute arr-64 numeric
@attribute arr-65 numeric
@attribute arr-66 numeric
@attribute arr-67 numeric
@attribute arr-68 numeric
@attribute arr-69 numeric
@attribute arr-70 numeric
@attribute arr-71 numeric
@attribute arr-72 numeric
@attribute arr-73 numeric
@attribute arr-74 numeric
@attribute arr-75 numeric
@attribute arr-76 numeric
@attribute arr-77 numeric
@attribute arr-78 numeric
@attribute arr-79 numeric
@attribute arr-80 numeric
@attribute arr-81 numeric
@attribute arr-82 numeric
@attribute arr-83 numeric
@attribute arr-84 numeric
@attribute arr-85 numeric
@attribute arr-86 numeric
@attribute arr-87 numeric
@attribute arr-88 numeric
@attribute arr-89 numeric
@attribute arr-90 numeric
@attribute arr-91 numeric
@attribute arr-92 numeric
@attribute arr-93 numeric
@attribute arr-94 numeric
@attribute arr-95 numeric
@attribute arr-96 numeric
@attribute arr-97 numeric
@attribute arr-98 numeric
@attribute arr-99 numeric
@attribute arr-100 numeric
@attribute arr-101 numeric
@attribute arr-102 numeric
@attribute arr-103 numeric
@attribute arr-104 numeric
@attribute arr-105 numeric
@attribute arr-106 numeric
@attribute arr-107 numeric
@attribute arr-108 numeric
@attribute arr-109 numeric
@attribute arr-110 numeric
@attribute arr-111 numeric
@attribute arr-112 numeric
@attribute arr-113 numeric
@attribute arr-114 numeric
@attribute arr-115 numeric
@attribute arr-116 numeric
@attribute arr-117 numeric
@attribute arr-118 numeric
@attribute arr-119 numeric
@attribute arr-120 numeric
@attribute arr-121 numeric
@attribute arr-122 numeric
@attribute arr-123 numeric
@attribute arr-124 numeric
@attribute arr-125 numeric
@attribute arr-126 numeric
@attribute arr-127 numeric
@attribute arr-128 numeric
@attribute arr-129 numeric
@attribute arr-130 numeric
@attribute arr-131 numeric
@attribute arr-132 numeric
@attribute arr-133 numeric
@attribute arr-134 numeric
@attribute arr-135 numeric
@attribute arr-136 numeric
@attribute arr-137 numeric
@attribute arr-138 numeric
@attribute arr-139 numeric
@attribute arr-140 numeric
@attribute arr-141 numeric
@attribute arr-142 numeric
@attribute arr-143 numeric
@attribute arr-144 numeric
@attribute arr-145 numeric
@attribute arr-146 numeric
@attribute arr-147 numeric
@attribute arr-148 numeric
@attribute arr-149 numeric
@attribute arr-150 numeric
@attribute arr-151 numeric
@attribute arr-152 numeric
@attribute arr-153 numeric
@attribute arr-154 numeric
@attribute arr-155 numeric
@attribute arr-156 numeric
@attribute arr-157 numeric
@attribute arr-158 numeric
@attribute arr-159 numeric
@attribute arr-160 numeric
@attribute arr-161 numeric
@attribute arr-162 numeric
@attribute arr-163 numeric
@attribute arr-164 numeric
@attribute arr-165 numeric
@attribute arr-166 numeric
@attribute arr-167 numeric
@attribute arr-168 numeric
@attribute arr-169 numeric
@attribute arr-170 numeric
@attribute arr-171 numeric
@attribute arr-172 numeric
@attribute arr-173 numeric
@attribute arr-174 numeric
@attribute arr-175 numeric
@attribute arr-176 numeric
@attribute arr-177 numeric
@attribute arr-178 numeric
@attribute arr-179 numeric
@attribute arr-180 numeric
@attribute arr-181 numeric
@attribute arr-182 numeric
@attribute arr-183 numeric
@attribute arr-184 numeric
@attribute arr-185 numeric
@attribute arr-186 numeric
@attribute arr-187 numeric
@attribute arr-188 numeric
@attribute arr-189 numeric
@attribute arr-190 numeric
@attribute arr-191 numeric
@attribute arr-192 numeric
@attribute arr-193 numeric
@attribute arr-194 numeric
@attribute arr-195 numeric
@attribute arr-196 numeric
@attribute arr-197 numeric
@attribute arr-198 numeric
@attribute arr-199 numeric
@attribute arr-200 numeric
@attribute arr-201 numeric
@attribute arr-202 numeric
@attribute arr-203 numeric
@attribute arr-204 numeric
@attribute arr-205 numeric
@attribute arr-206 numeric
@attribute arr-207 numeric
@attribute arr-208 numeric
@attribute arr-209 numeric
@attribute arr-210 numeric
@attribute arr-211 numeric
@attribute arr-212 numeric
@attribute arr-213 numeric
@attribute arr-214 numeric
@attribute arr-215 numeric
@attribute arr-216 numeric
@attribute arr-217 numeric
@attribute arr-218 numeric
@attribute arr-219 numeric
@attribute arr-220 numeric
@attribute arr-221 numeric
@attribute arr-222 numeric
@attribute arr-223 numeric
@attribute arr-224 numeric
@attribute arr-225 numeric
@attribute arr-226 numeric
@attribute arr-227 numeric
@attribute arr-228 numeric
@attribute arr-229 numeric
@attribute arr-230 numeric
@attribute arr-231 numeric
@attribute arr-232 numeric
@attribute outputs-1 {0,1,2}

@data
1,'2023/11/01 00:50:00:080',1,0,0,0,1,313.149139,165.927505,0.008316,349.719879,166.450577,0.008499,323.551208,169.131378,0.007431,338.729034,168.869827,0.005676,324.074585,162.200546,0.007523,339.710358,161.938995,0.0065,332.775665,164.946716,0.004974,444.712189,165.339035,0.008118,408.206879,166.189041,0.007629,434.375549,168.935211,0.007187,419.328552,168.346741,0.006104,434.24472,160.958221,0.006561,418.543488,161.350525,0.006927,427.833374,164.162094,0.005722,298.527405,140.394592,0.015762,323.35495,133.431061,0.010422,349.523621,134.869537,0.011047,350.177826,125.02906,0.011169,322.373596,123.132904,0.010834,297.186249,134.608002,0.018082,459.497498,138.858032,0.014969,435.68399,131.763748,0.009415,410.431213,133.856064,0.01091,409.776978,123.950218,0.011292,436.861572,121.727119,0.009399,460.805908,133.136826,0.015137,340.364563,269.693756,0.008392,348.607697,263.678314,0.007141,358.159271,259.101349,0.006683,367.907104,256.093658,0.008118,376.739044,258.44751,0.00618,385.701813,256.61673,0.007034,394.86084,260.27829,0.006454,403.62735,265.378326,0.006332,410.82373,271.524536,0.007813,401.141327,279.89386,0.006516,388.580353,284.993896,0.007614,375.692291,286.432373,0.007904,362.411682,284.470825,0.007172,349.785309,278.716919,0.008102,376.477356,269.693756,0.006805,376.150238,269.301453,0.007721,362.149994,268.647614,0.006027,390.281342,269.43222,0.006027,362.215424,268.386047,0.006973,389.888794,269.43222,0.005554,380.337219,158.669739,0.012207,380.075531,176.912201,0.00946,379.813843,195.743134,0.009048,379.552185,213.985596,0.010574,400.487122,232.947296,0.008942,389.496246,231.639603,0.006683,378.76709,232.554993,0.007111,367.383728,230.985748,0.006897,355.607819,231.901138,0.009888,401.664703,208.885544,0.009476,355.607819,207.708618,0.011002,399.17868,218.95488,0.008392,358.748077,217.777939,0.008026,471.011688,166.123657,0.015869,470.619171,191.689255,0.00882,466.301331,217.385635,0.008408,460.675079,242.49353,0.009247,452.301086,267.078369,0.008667,438.562531,289.047791,0.009033,420.506165,307.094086,0.008911,399.17868,321.478821,0.009094,374.122162,326.840393,0.009247,348.673126,320.563416,0.007523,327.214813,306.047913,0.007477,308.896729,287.740082,0.007965,295.256317,265.77066,0.007004,286.882355,241.185837,0.006393,281.681305,215.816391,0.005493,278.442932,189.923843,0.005844,278.639221,164.358246,0.012222,1
2,'2023/11/01 00:50:00:123',1,0,0,0,1,312.360748,166.585205,0.00795,348.764069,166.713333,0.008713,322.871582,169.339569,0.007599,337.868713,168.891174,0.005096,323.32019,162.934097,0.007477,338.701904,162.485718,0.006607,331.844238,165.368164,0.005249,442.336029,165.8806,0.008377,406.573608,166.457108,0.00798,432.337921,169.019287,0.00737,417.468964,168.314682,0.00621,432.209747,161.524902,0.006775,416.956238,161.845169,0.007263,426.057068,164.727631,0.006119,297.139282,141.988235,0.015823,321.974304,134.077499,0.010529,348.251373,134.878174,0.011276,348.892273,124.885666,0.011307,320.756592,123.79673,0.010788,295.601105,136.255356,0.017715,456.692261,139.618225,0.015182,433.61972,131.995728,0.009598,409.009033,133.501007,0.010925,408.496307,123.636597,0.0112,434.90155,122.067261,0.009949,458.102264,133.981415,0.015701,337.9328,270.225555,0.008224,346.456818,264.33255,0.006836,356.262665,259.592499,0.006821,366.260742,256.389771,0.008316,375.233398,258.823853,0.006516,384.398315,257.030304,0.007156,393.755524,260.617371,0.006256,402.72818,265.74176,0.006821,410.162659,271.890991,0.007584,399.908203,279.833771,0.006516,387.090118,284.573792,0.007858,374.079773,285.983002,0.007919,360.748993,284.317596,0.00737,347.866821,278.936981,0.008163,374.912964,270.097443,0.007004,374.656586,269.328796,0.007477,360.236267,269.200684,0.005875,389.141022,269.841248,0.005905,360.428528,268.56015,0.007065,388.75647,269.200684,0.005478,379.01474,158.834595,0.012344,378.758392,177.154221,0.009308,378.630188,195.986282,0.00882,378.245667,214.369949,0.010651,399.139099,233.586334,0.009354,388.371948,232.305237,0.006775,377.476563,233.330109,0.007416,366.068481,231.664688,0.007263,354.339935,232.817673,0.009628,400.292755,209.501801,0.009811,354.339935,208.348816,0.010864,397.985504,219.622437,0.008606,357.480377,218.469452,0.008102,467.459473,167.481979,0.014954,467.203094,192.911652,0.00827,462.973114,218.341339,0.007706,457.461365,243.450745,0.008972,449.385956,267.791504,0.008728,435.927002,289.698181,0.008926,418.109863,307.889679,0.008804,397.088226,322.237915,0.009491,372.285248,327.490387,0.009506,347.097717,321.469269,0.00766,325.819733,307.121033,0.007614,307.714203,288.929504,0.00853,294.159088,266.894745,0.007355,286.051636,242.425873,0.006683,280.892365,217.188354,0.005844,277.655823,191.4384,0.006302,277.735931,166.072784,0.01265,1
3,'2023/11/01 00:50:00:141',1,0,0,0,1,311.91449,166.240158,0.007034,348.00705,166.502029,0.008011,322.32959,169.120712,0.006912,337.198944,168.662445,0.004868,322.722626,162.639465,0.006607,338.115997,162.312134,0.006363,330.779572,165.061752,0.00473,441.873901,165.454559,0.008041,406.108856,166.174698,0.007767,431.655334,168.662445,0.006668,416.851471,168.073242,0.005951,431.655334,161.199188,0.006317,416.327454,161.46106,0.006897,424.973938,164.145218,0.005875,297.667419,141.493561,0.014679,321.740051,133.899384,0.009979,347.286499,134.717712,0.011185,347.876038,124.99585,0.010971,320.560974,123.850159,0.010132,296.193604,135.765182,0.016403,456.153717,139.922348,0.014603,433.489441,132.295441,0.009186,409.384064,133.539307,0.010559,408.860016,123.817436,0.010864,434.7995,122.475349,0.009521,457.463806,134.292175,0.015274,337.526459,269.612823,0.007462,346.172943,263.720795,0.006027,356.064026,259.269012,0.006638,366.020569,256.126587,0.008255,375.060089,258.74527,0.006683,384.230621,256.912201,0.006729,393.270142,260.447418,0.005997,402.047638,265.422943,0.0065,409.515076,271.576843,0.007339,399.558502,279.825714,0.00618,386.850769,284.670288,0.007309,374.012024,286.110565,0.007538,360.321747,284.277466,0.006943,347.417511,278.647308,0.007782,374.732574,270.005646,0.00679,374.470551,269.220032,0.007172,360.059753,268.827209,0.005417,388.684875,269.612823,0.005341,360.125244,268.434418,0.006714,388.160828,269.220032,0.005432,378.990326,158.776901,0.012161,378.990326,177.042252,0.00914,378.990326,195.634918,0.00824,378.859314,213.703857,0.010239,399.42749,232.820282,0.009018,388.553864,231.641876,0.006317,377.745758,232.689346,0.006927,366.08609,230.856262,0.006866,354.033386,231.903732,0.008835,400.475555,208.728363,0.009567,354.098907,207.549957,0.010651,398.248413,218.810303,0.008514,357.636108,217.500961,0.008102,466.634308,166.960312,0.013794,466.634308,192.230621,0.007202,462.835114,217.893753,0.006607,457.463806,242.771286,0.008026,449.472351,267.256012,0.007721,436.240601,289.252991,0.008118,418.685577,307.45285,0.008377,397.855377,321.986572,0.008865,373.094971,327.223938,0.008896,347.810547,321.200958,0.007126,326.259827,306.929108,0.007172,307.886017,288.729248,0.00798,293.90097,266.994141,0.006912,285.549255,242.509415,0.006332,280.439941,217.23909,0.005112,277.246643,191.314087,0.005844,277.492279,165.781891,0.012131,1
4,'2023/11/01 00:50:00:177',1,0,0,0,1,312.001556,165.884888,0.007126,348.249969,166.078979,0.008224,322.552429,168.731384,0.006805,337.440186,168.343231,0.004791,322.876068,162.585541,0.006592,338.216919,162.197372,0.006271,331.290894,164.979187,0.004807,442.49585,165.690811,0.007935,406.894714,165.949585,0.007767,432.268616,168.731384,0.007141,417.769226,167.955078,0.006042,432.268616,161.615143,0.006638,417.251404,161.744522,0.007004,425.92514,164.396957,0.005753,297.210907,139.975266,0.014877,321.775665,132.761978,0.010208,347.796875,134.023499,0.011414,348.379425,124.222481,0.011063,320.740021,122.669846,0.010422,295.786865,134.249924,0.016357,456.218445,139.166611,0.014954,433.692657,131.920975,0.00914,409.483887,133.376572,0.010559,408.966064,123.575546,0.010773,434.857788,122.087608,0.009689,457.513031,133.505951,0.015533,338.7995,269.135193,0.007324,347.279022,263.183441,0.006195,356.858978,258.525513,0.0065,366.762543,255.679031,0.00827,375.69519,258.007965,0.006393,384.757294,256.455353,0.006775,393.819397,259.948761,0.00618,402.622589,265.253601,0.006607,410.00174,271.464172,0.007614,400.033417,279.744873,0.006332,387.21701,284.66156,0.007553,374.400604,286.084808,0.007385,361.001648,284.014648,0.006851,348.249969,278.321625,0.007538,375.306824,269.264587,0.006744,374.983185,269.005829,0.007004,360.872192,268.100128,0.005371,389.288361,269.135193,0.005569,360.807465,268.100128,0.006485,388.641052,269.135193,0.005203,379.320038,158.509872,0.012039,379.190582,176.947418,0.008911,379.061127,195.967224,0.008316,378.802216,214.40477,0.010422,399.774506,232.907028,0.00914,388.770508,231.742554,0.006516,377.895996,232.907028,0.007004,366.438904,230.966232,0.006607,354.463989,231.742554,0.008911,400.939636,208.970535,0.009506,354.593445,207.547287,0.010406,398.350464,219.192062,0.008636,358.024109,217.768814,0.007614,467.222443,166.984665,0.013718,467.092987,192.344391,0.007248,463.079773,217.768814,0.006821,457.771942,242.610992,0.007996,449.745514,267.065033,0.007751,436.540741,289.060699,0.008224,418.804901,307.174805,0.008102,397.962067,321.277893,0.008743,372.911835,326.582733,0.00885,347.602661,320.372192,0.007019,326.047821,306.010315,0.007339,307.599976,287.89624,0.008041,293.844971,266.029938,0.00705,285.397797,241.446533,0.006363,280.219452,216.086792,0.005463,277.080078,190.209518,0.006012,277.209564,164.720413,0.012497,1
5,'2023/11/01 00:50:00:217',1,0,0,0,1,312.69751,166.358414,0.006546,349.369659,166.552353,0.007751,323.239929,169.331924,0.006424,338.374481,168.814789,0.004776,323.628021,162.609207,0.006241,339.215302,162.286011,0.006012,331.648041,165.130234,0.004639,443.216797,165.90593,0.007843,407.514771,166.293777,0.007645,433.127106,169.073349,0.006714,418.380615,168.426941,0.006119,433.127106,161.445663,0.006287,417.733856,161.639587,0.006592,426.271271,164.419174,0.005463,297.336578,141.374496,0.014267,322.205109,133.714478,0.009735,348.658234,134.716431,0.011368,349.240326,124.858604,0.010605,321.170258,123.436501,0.009964,295.881348,135.556778,0.015839,457.445862,140.372559,0.014664,434.808716,132.777176,0.009064,410.619293,134.070007,0.010498,410.231232,124.147552,0.010834,436.102264,122.822395,0.009476,458.73941,134.651779,0.015305,339.538696,269.784729,0.007187,348.011444,263.579132,0.005844,357.77774,258.795685,0.006332,367.738098,255.563614,0.008148,376.792938,258.019989,0.006668,386.04184,256.339294,0.006821,395.226044,259.959229,0.006058,404.022217,265.130554,0.006393,411.395447,271.594696,0.007523,401.305756,279.739502,0.006119,388.370239,284.264404,0.007187,375.564087,285.686523,0.007462,362.111145,283.876556,0.006653,349.304993,278.446686,0.007553,376.404877,269.526154,0.006882,376.146179,268.750458,0.006912,361.917114,268.36261,0.004944,390.569275,269.267609,0.005508,361.917114,267.974762,0.006485,390.051849,268.750458,0.005478,380.220856,158.730728,0.011658,380.220856,177.088898,0.00885,380.220856,196.028839,0.008179,379.962158,214.451645,0.010315,401.176392,233.06839,0.009064,390.051849,232.034119,0.006241,379.056671,233.06839,0.006638,367.414703,231.258423,0.00621,355.255341,232.034119,0.008484,402.211212,209.021759,0.009399,355.449371,207.664307,0.010422,399.753479,219.235123,0.00853,358.941956,217.942291,0.007568,467.406189,167.521957,0.013321,467.276825,192.926056,0.006714,463.266815,218.330139,0.006531,458.092621,243.281738,0.007645,450.331329,267.716187,0.007233,437.266449,289.694305,0.007828,419.674164,308.05246,0.008057,398.847992,322.27359,0.008423,374.01181,327.444885,0.008698,348.658234,321.497894,0.006912,327.055908,307.147491,0.007324,308.752167,289.047882,0.007645,295.008209,267.069794,0.00676,286.697144,242.376755,0.006409,281.490601,217.037308,0.00502,278.256714,191.180725,0.005707,278.256714,165.647354,0.012115,1
6,'2023/11/01 00:50:00:246',1,0,0,0,1,311.865967,167.051956,0.00769,348.403473,167.051956,0.008728,322.490356,169.706573,0.007385,337.45517,169.123856,0.004929,322.749481,163.749893,0.007278,338.167786,163.231903,0.006531,330.912109,165.951263,0.004745,442.856812,166.404495,0.008301,407.355804,166.663483,0.007843,432.750671,169.253357,0.007217,418.109772,168.541138,0.00589,432.621124,162.454941,0.006668,417.591492,162.454941,0.007263,425.883698,165.109558,0.005783,296.998322,141.541779,0.015381,321.842499,133.966431,0.010239,348.209106,135.293732,0.011154,348.792175,125.484612,0.010986,320.870758,123.898315,0.010483,295.637878,135.714584,0.017059,456.849884,139.405151,0.015137,434.175903,132.347748,0.009491,410.076691,134.16066,0.01062,409.558441,124.319176,0.011124,435.212433,122.571014,0.009781,458.145538,133.772186,0.015732,339.528229,270.19339,0.008118,348.079559,263.977692,0.006363,357.796967,259.186432,0.00647,367.643951,256.078613,0.00798,376.519196,258.538971,0.006256,385.718353,256.726074,0.006729,394.787964,260.481384,0.005936,403.598419,266.049591,0.006699,410.724518,272.265259,0.007431,400.747986,280.293854,0.006668,387.92099,284.955627,0.007523,375.223541,286.380035,0.007645,361.878296,284.437653,0.007019,349.180847,278.998932,0.008041,376.130493,270.063873,0.006805,375.741821,269.15744,0.007263,361.813507,269.027924,0.005402,390.123596,269.934387,0.005768,361.619171,268.380463,0.007065,389.346191,269.286926,0.005585,379.758331,159.347107,0.012329,379.887909,177.735168,0.009048,379.887909,196.44693,0.008804,379.693573,214.899734,0.010513,400.359283,233.805756,0.008957,389.605347,232.64032,0.006546,378.786591,233.67627,0.007401,367.190491,231.863358,0.00679,355.205658,232.899307,0.009293,401.395782,209.720016,0.009659,355.140869,208.425064,0.010452,399.193176,219.949982,0.008331,358.768707,218.525543,0.007782,466.567291,167.893661,0.014603,466.696869,193.080124,0.007843,462.809906,218.396057,0.007187,457.368134,243.258774,0.008499,449.594208,267.603516,0.008301,436.637634,289.358398,0.008789,419.146271,307.487457,0.008591,398.415802,321.73172,0.008957,373.927887,327.040924,0.009277,348.597809,321.213745,0.007278,327.025146,307.098969,0.007309,308.65921,289.228882,0.008026,294.666138,267.47403,0.00708,286.147186,243.129272,0.006332,280.834991,217.748581,0.005554,277.450104,192.044174,0.006027,277.64444,166.663483,0.012619,1
7,'2023/11/01 00:50:00:283',1,0,0,0,1,311.887299,166.425964,0.007843,348.530334,166.621109,0.008682,322.431122,169.613373,0.00708,337.596008,169.158035,0.005264,322.691467,162.327896,0.006897,338.442108,162.067688,0.006577,331.152557,165.124985,0.004639,442.643677,165.190033,0.00798,406.32608,166.23082,0.007858,432.360199,168.962875,0.007019,417.390564,168.377441,0.005783,432.099854,160.70166,0.006409,416.47937,161.091949,0.007065,425.330963,164.149261,0.005493,296.722443,141.089386,0.015396,321.324677,133.803925,0.010254,347.228638,135.202469,0.011047,348.009644,125.575218,0.011169,320.283325,123.786377,0.010742,295.258026,135.495178,0.016815,457.352936,138.097137,0.014557,434.182587,131.332047,0.009018,409.71051,133.706345,0.010498,408.929474,124.046562,0.010773,435.093781,121.509659,0.009674,458.654633,132.40535,0.015427,339.288208,268.878113,0.007797,347.619141,263.023682,0.006424,357.121582,258.600372,0.006592,366.689117,255.608109,0.007919,375.540741,258.079956,0.00592,384.32724,256.258606,0.00679,393.309021,259.901337,0.005997,401.900269,264.845062,0.006439,409.319977,270.959656,0.007278,399.55719,279.285919,0.006577,387.060822,284.359741,0.007553,374.369202,285.920929,0.007584,361.156891,283.839355,0.00705,348.595428,278.115051,0.007507,375.150208,269.268402,0.006592,374.824799,268.878113,0.007095,361.026703,268.097504,0.005753,388.883209,269.008179,0.005707,360.961609,267.707214,0.006668,388.232361,268.617889,0.005264,379.120422,158.945343,0.0121,378.990234,177.094009,0.00882,378.990234,195.763062,0.008636,378.729919,213.846664,0.010513,399.296844,232.580765,0.008652,388.622864,231.409897,0.006516,377.883789,232.450668,0.007309,366.624054,230.629303,0.00676,354.908691,231.539993,0.009308,400.468384,208.642746,0.009506,354.908691,207.471863,0.010376,398.125305,218.79039,0.00827,358.162964,217.619507,0.007858,468.547607,165.645386,0.014252,468.287262,191.079529,0.007904,464.382141,216.708832,0.007095,458.914978,241.817734,0.008255,450.714233,266.276154,0.008163,437.436859,288.262695,0.008514,419.603485,306.47641,0.008118,398.515839,320.917267,0.008743,373.588165,326.381378,0.00882,348.400146,320.136688,0.007095,327.117279,305.956024,0.00708,308.763214,288.002502,0.00795,294.997681,266.146027,0.006897,286.504059,241.947815,0.005981,281.232147,216.838928,0.00563,277.717529,191.209625,0.005936,277.668732,165.775482,0.012314,1
8,'2023/11/01 00:50:00:320',1,0,0,0,1,311.903076,166.8965,0.007217,348.041443,167.158234,0.008057,322.247009,169.840927,0.00679,337.239197,169.382919,0.005417,322.639832,163.297775,0.006699,338.090302,162.905182,0.006439,330.757874,165.653305,0.004395,441.922668,165.522446,0.007843,406.046173,166.503922,0.007629,431.840576,168.794022,0.006317,416.913879,168.336014,0.005875,431.447784,161.465698,0.006088,416.128235,161.792847,0.006805,424.639099,164.279251,0.005417,297.041809,141.443634,0.014832,321.068604,134.082596,0.009705,346.535675,135.260361,0.010956,347.190369,125.576492,0.010818,319.955627,123.940712,0.0103,295.601532,135.685669,0.016449,457.373138,139.840576,0.014389,434.328369,132.283218,0.008972,409.843292,134.049881,0.010452,409.188629,124.235138,0.011124,435.637726,122.370346,0.009033,458.682495,134.148026,0.01503,338.352173,270.47464,0.007751,346.993958,264.454956,0.006226,356.683228,259.874725,0.006577,366.503448,256.603149,0.007889,375.472565,259.089569,0.006378,384.572632,257.126617,0.006561,393.607239,260.659912,0.00618,402.379944,265.632721,0.006256,409.843292,271.652405,0.007385,399.76123,279.635071,0.006332,387.191345,284.47699,0.007126,374.49054,286.047363,0.007675,361.135071,284.34613,0.00676,348.237854,279.111603,0.007721,375.210693,270.082062,0.00676,374.883362,269.296875,0.007385,360.676788,269.035156,0.005508,389.155396,269.558594,0.00528,360.676788,268.642548,0.006653,388.631653,269.166016,0.005737,378.680511,159.437317,0.012222,378.615021,177.692703,0.009079,378.615021,196.340714,0.008377,378.41864,214.465256,0.010117,399.499359,233.047806,0.008484,388.500732,232.0009,0.006195,377.633026,233.178665,0.00676,366.045166,231.477448,0.006653,354.064514,232.655212,0.008942,400.415924,208.968994,0.00946,353.999054,208.183823,0.010727,398.059052,219.176315,0.008255,357.468842,218.260269,0.008179,467.32428,166.569351,0.014404,467.193329,191.891357,0.007477,463.265259,217.605957,0.00705,457.896881,242.600815,0.008209,449.778839,267.072205,0.00769,436.554291,288.926331,0.008301,418.746979,307.247162,0.008469,397.928101,321.77298,0.008438,373.115723,327.269226,0.008636,347.779572,321.249512,0.00705,326.436981,306.985443,0.007095,308.073181,288.795471,0.007553,294.25943,266.810486,0.006775,285.879517,242.46994,0.006195,280.70752,217.213379,0.004852,277.4505,191.367905,0.005646,277.695984,165.849609,0.011948,1
9,'2023/11/01 00:50:00:345',1,0,0,0,1,311.374939,166.653458,0.007797,348.200287,166.782257,0.008484,322.039154,169.551468,0.00708,337.181671,169.100662,0.004913,322.296906,162.596237,0.006836,338.019348,162.209839,0.006393,330.544739,165.301041,0.004669,442.728333,165.945038,0.008148,406.515137,166.331451,0.007736,432.418518,169.229477,0.00769,417.469299,168.45665,0.005875,432.418518,161.37262,0.006897,416.953827,161.501419,0.007431,425.588257,164.528244,0.005768,295.555847,141.569519,0.01535,320.557129,133.616089,0.010483,346.91156,134.871887,0.01123,347.555939,124.889847,0.011353,319.397278,123.376427,0.010605,294.138245,135.805695,0.016617,457.033173,140.313721,0.014984,434.222717,132.521271,0.009247,409.608063,133.905884,0.010315,409.09259,123.923836,0.01062,435.511444,122.571434,0.009918,458.450775,134.678696,0.015472,339.308075,269.69397,0.007736,347.684814,263.769135,0.00647,357.221375,259.261108,0.006271,366.88681,256.169922,0.00798,375.714569,258.488312,0.005951,384.735657,256.813904,0.006851,393.756744,260.291534,0.006073,402.648956,265.443542,0.006775,409.99469,271.625977,0.007736,400.071503,279.354034,0.006836,387.441986,283.86203,0.007568,374.748047,285.278839,0.007492,361.474152,283.475647,0.006775,348.909088,278.323608,0.00766,375.456848,269.565186,0.006683,375.199097,268.792358,0.007019,361.087555,268.53476,0.005554,389.375061,269.436371,0.005798,361.216431,268.019562,0.006683,388.988464,268.663574,0.004974,378.936401,158.603409,0.012177,378.807526,176.957504,0.008911,378.807526,195.633606,0.008743,378.549774,213.794495,0.010483,399.427124,232.985794,0.009125,388.730713,231.697784,0.006821,377.969849,232.72818,0.007187,366.564636,231.053787,0.006668,354.772797,232.084183,0.009445,400.587006,208.90007,0.009705,354.772797,207.805267,0.010147,398.267273,219.075317,0.008255,357.930176,217.787308,0.007568,467.085236,167.812653,0.014053,467.085236,193.121994,0.007813,463.090179,218.56012,0.007217,457.806427,243.41864,0.008423,450.074066,267.890778,0.007996,437.057922,289.658081,0.008286,419.273529,307.561371,0.008072,398.267273,321.600647,0.00885,373.588196,326.752655,0.009064,348.458038,320.82782,0.007126,327.129639,306.788574,0.007034,308.926361,289.014069,0.008316,295.330322,267.11795,0.00708,287.179138,242.774643,0.006088,281.927582,217.529709,0.005951,278.464111,191.962784,0.006134,278.351349,166.653458,0.012787,1
